ams,branch,variable,expression,unit,fuel,source,note,src_csv,domain,data_confidence,scenario
Vietnam,Transformation\Gasoline Blending\Processes\Ethanol,Exogenous Capacity,100000,Megawatt,Bioethanol,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Current Accounts
Brunei,Transformation\Gasoline Blending\Processes\Ethanol,Exogenous Capacity,100000,Megawatt,Bioethanol,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Baseline Simulation
Cambodia,Transformation\Gasoline Blending\Processes\Ethanol,Exogenous Capacity,100000,Megawatt,Bioethanol,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Baseline Simulation
Indonesia,Transformation\Gasoline Blending\Processes\Ethanol,Exogenous Capacity,100000,Megawatt,Bioethanol,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Baseline Simulation
Laos,Transformation\Gasoline Blending\Processes\Ethanol,Exogenous Capacity,100000,Megawatt,Bioethanol,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Baseline Simulation
Malaysia,Transformation\Gasoline Blending\Processes\Ethanol,Exogenous Capacity,100000,Megawatt,Bioethanol,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Baseline Simulation
Myanmar,Transformation\Gasoline Blending\Processes\Ethanol,Exogenous Capacity,100000,Megawatt,Bioethanol,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Baseline Simulation
Philippines,Transformation\Gasoline Blending\Processes\Ethanol,Exogenous Capacity,100000,Megawatt,Bioethanol,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Baseline Simulation
Singapore,Transformation\Gasoline Blending\Processes\Ethanol,Exogenous Capacity,100000,Megawatt,Bioethanol,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Baseline Simulation
Thailand,Transformation\Gasoline Blending\Processes\Ethanol,Exogenous Capacity,100000,Megawatt,Bioethanol,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Baseline Simulation
Vietnam,Transformation\Gasoline Blending\Processes\Ethanol,Exogenous Capacity,100000,Megawatt,Bioethanol,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Baseline Simulation
Brunei,Transformation\Gasoline Blending\Processes\Ethanol,Exogenous Capacity,100000,Megawatt,Bioethanol,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,AMS Target Scenario
Cambodia,Transformation\Gasoline Blending\Processes\Ethanol,Exogenous Capacity,100000,Megawatt,Bioethanol,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,AMS Target Scenario
Indonesia,Transformation\Gasoline Blending\Processes\Ethanol,Exogenous Capacity,100000,Megawatt,Bioethanol,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,AMS Target Scenario
Laos,Transformation\Gasoline Blending\Processes\Ethanol,Exogenous Capacity,100000,Megawatt,Bioethanol,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,AMS Target Scenario
Malaysia,Transformation\Gasoline Blending\Processes\Ethanol,Exogenous Capacity,100000,Megawatt,Bioethanol,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,AMS Target Scenario
Myanmar,Transformation\Gasoline Blending\Processes\Ethanol,Exogenous Capacity,100000,Megawatt,Bioethanol,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,AMS Target Scenario
Philippines,Transformation\Gasoline Blending\Processes\Ethanol,Exogenous Capacity,100000,Megawatt,Bioethanol,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,AMS Target Scenario
Singapore,Transformation\Gasoline Blending\Processes\Ethanol,Exogenous Capacity,100000,Megawatt,Bioethanol,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,AMS Target Scenario
Thailand,Transformation\Gasoline Blending\Processes\Ethanol,Exogenous Capacity,100000,Megawatt,Bioethanol,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,AMS Target Scenario
Vietnam,Transformation\Gasoline Blending\Processes\Ethanol,Exogenous Capacity,100000,Megawatt,Bioethanol,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,AMS Target Scenario
Brunei,Transformation\Gasoline Blending\Processes\Ethanol,Exogenous Capacity,100000,Megawatt,Bioethanol,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Regional Aspiration Scenario
Cambodia,Transformation\Gasoline Blending\Processes\Ethanol,Exogenous Capacity,100000,Megawatt,Bioethanol,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Regional Aspiration Scenario
Indonesia,Transformation\Gasoline Blending\Processes\Ethanol,Exogenous Capacity,100000,Megawatt,Bioethanol,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Regional Aspiration Scenario
Laos,Transformation\Gasoline Blending\Processes\Ethanol,Exogenous Capacity,100000,Megawatt,Bioethanol,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Regional Aspiration Scenario
Malaysia,Transformation\Gasoline Blending\Processes\Ethanol,Exogenous Capacity,100000,Megawatt,Bioethanol,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Regional Aspiration Scenario
Myanmar,Transformation\Gasoline Blending\Processes\Ethanol,Exogenous Capacity,100000,Megawatt,Bioethanol,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Regional Aspiration Scenario
Philippines,Transformation\Gasoline Blending\Processes\Ethanol,Exogenous Capacity,100000,Megawatt,Bioethanol,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Regional Aspiration Scenario
