ams,branch,variable,expression,unit,fuel,source,note,src_csv,data_confidence,scenario
Thailand,Demand\Commercial\Other Commercial\End Use Projection\Water Heating,Activity Level,5,Saturation,,top-down reconciliation (split x control / saturation),"B3 saturation, literal percent (s11.2f); anchor_basis=canon-sat; source_tier=reconciled; refresh_needed=False | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm/end_use_saturation.csv,TEAM_AUTHORED,AMS Target Scenario
Thailand,Demand\Commercial\Other Commercial\End Use Projection\Water Heating,Activity Level,5,Saturation,,top-down reconciliation (split x control / saturation),"B3 saturation, literal percent (s11.2f); anchor_basis=canon-sat; source_tier=reconciled; refresh_needed=False | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm/end_use_saturation.csv,TEAM_AUTHORED,Regional Aspiration Scenario
Vietnam,Demand\Commercial\Other Commercial\End Use Projection\Water Heating,Activity Level,5,Saturation,,top-down reconciliation (split x control / saturation),"B3 saturation, literal percent (s11.2f); anchor_basis=canon-sat; source_tier=reconciled; refresh_needed=False | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm/end_use_saturation.csv,TEAM_AUTHORED,Current Accounts
Vietnam,Demand\Commercial\Other Commercial\End Use Projection\Water Heating,Activity Level,5,Saturation,,top-down reconciliation (split x control / saturation),"B3 saturation, literal percent (s11.2f); anchor_basis=canon-sat; source_tier=reconciled; refresh_needed=False | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm/end_use_saturation.csv,TEAM_AUTHORED,Baseline Simulation
Vietnam,Demand\Commercial\Other Commercial\End Use Projection\Water Heating,Activity Level,5,Saturation,,top-down reconciliation (split x control / saturation),"B3 saturation, literal percent (s11.2f); anchor_basis=canon-sat; source_tier=reconciled; refresh_needed=False | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm/end_use_saturation.csv,TEAM_AUTHORED,AMS Target Scenario
Vietnam,Demand\Commercial\Other Commercial\End Use Projection\Water Heating,Activity Level,5,Saturation,,top-down reconciliation (split x control / saturation),"B3 saturation, literal percent (s11.2f); anchor_basis=canon-sat; source_tier=reconciled; refresh_needed=False | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm/end_use_saturation.csv,TEAM_AUTHORED,Regional Aspiration Scenario
Brunei,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Best Practice,Activity Level,"Interp(2023, 0, 2024, 0.2144, 2025, 0.4877, 2026, 0.8296, 2027, 1.2484, 2028, 1.7475, 2029, 2.3238, 2030, 2.965, 2031, 3.6498, 2032, 4.3502, 2033, 5.035, 2034, 5.6762, 2035, 6.2525, 2036, 6.7516, 2037, 7.1704, 2038, 7.5123, 2039, 7.7856, 2040, 8, 2041, 8, 2042, 8, 2043, 8, 2044, 8, 2045, 8, 2046, 8, 2047, 8, 2048, 8, 2049, 8, 2050, 8, 2051, 8, 2052, 8, 2053, 8, 2054, 8, 2055, 8, 2056, 8, 2057, 8, 2058, 8, 2059, 8, 2060, 8)",Share,,forced efficiency-mix (proposed; scenario-design-owned); ref_curves,B7 tech share on leaf Activity Level (R1; CFS_ is inert); curve=blend_shares; source_tier=proposed-scenario; Remainder(100) leaf for this scenario = Current Sales_Average (not written),comm/fuel_shares.csv,TEAM_AUTHORED,AMS Target Scenario
Brunei,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Best Practice,Activity Level,0,Share,,forced efficiency-mix (proposed; scenario-design-owned); ref_curves,B7 tech share on leaf Activity Level (R1; CFS_ is inert); curve=frozen; source_tier=proposed-scenario; Remainder(100) leaf for this scenario = Current Stock_Average (not written),comm/fuel_shares.csv,TEAM_AUTHORED,Baseline Simulation
Brunei,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Best Practice,Activity Level,"Interp(2023, 0, 2024, 0.889, 2025, 2.1658, 2026, 3.9237, 2027, 6.2077, 2028, 8.962, 2029, 12, 2030, 15.038, 2031, 17.7923, 2032, 20.0763, 2033, 21.8342, 2034, 23.111, 2035, 24, 2036, 24, 2037, 24, 2038, 24, 2039, 24, 2040, 24, 2041, 24, 2042, 24, 2043, 24, 2044, 24, 2045, 24, 2046, 24, 2047, 24, 2048, 24, 2049, 24, 2050, 24, 2051, 24, 2052, 24, 2053, 24, 2054, 24, 2055, 24, 2056, 24, 2057, 24, 2058, 24, 2059, 24, 2060, 24)",Share,,forced efficiency-mix (proposed; scenario-design-owned); ref_curves,B7 tech share on leaf Activity Level (R1; CFS_ is inert); curve=blend_shares; source_tier=proposed-scenario; Remainder(100) leaf for this scenario = Efficient (not written),comm/fuel_shares.csv,TEAM_AUTHORED,Regional Aspiration Scenario
Brunei,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average,Activity Level,0,Share,,forced efficiency-mix (proposed; scenario-design-owned); ref_curves,B7 tech share on leaf Activity Level (R1; CFS_ is inert); curve=frozen; source_tier=proposed-scenario; Remainder(100) leaf for this scenario = Current Stock_Average (not written),comm/fuel_shares.csv,TEAM_AUTHORED,Baseline Simulation
Brunei,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average,Activity Level,"Interp(2023, 0, 2024, 0.2963, 2025, 0.7219, 2026, 1.3079, 2027, 2.0692, 2028, 2.9873, 2029, 4, 2030, 5.0127, 2031, 5.9308, 2032, 6.6921, 2033, 7.2781, 2034, 7.7037, 2035, 8, 2036, 8, 2037, 8, 2038, 8, 2039, 8, 2040, 8, 2041, 8, 2042, 8, 2043, 8, 2044, 8, 2045, 8, 2046, 8, 2047, 8, 2048, 8, 2049, 8, 2050, 8, 2051, 8, 2052, 8, 2053, 8, 2054, 8, 2055, 8, 2056, 8, 2057, 8, 2058, 8, 2059, 8, 2060, 8)",Share,,forced efficiency-mix (proposed; scenario-design-owned); ref_curves,B7 tech share on leaf Activity Level (R1; CFS_ is inert); curve=blend_shares; source_tier=proposed-scenario; Remainder(100) leaf for this scenario = Efficient (not written),comm/fuel_shares.csv,TEAM_AUTHORED,Regional Aspiration Scenario
Brunei,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Stock_Average,Activity Level,"Interp(2023, 100, 2024, 98.7133, 2025, 97.0741, 2026, 95.0222, 2027, 92.5097, 2028, 89.5149, 2029, 86.0574, 2030, 82.2103, 2031, 78.101, 2032, 73.899, 2033, 69.7897, 2034, 65.9426, 2035, 62.4851, 2036, 59.4903, 2037, 56.9778, 2038, 54.9259, 2039, 53.2867, 2040, 52, 2041, 52, 2042, 52, 2043, 52, 2044, 52, 2045, 52, 2046, 52, 2047, 52, 2048, 52, 2049, 52, 2050, 52, 2051, 52, 2052, 52, 2053, 52, 2054, 52, 2055, 52, 2056, 52, 2057, 52, 2058, 52, 2059, 52, 2060, 52)",Share,,forced efficiency-mix (proposed; scenario-design-owned); ref_curves,B7 tech share on leaf Activity Level (R1; CFS_ is inert); curve=blend_shares; source_tier=proposed-scenario; Remainder(100) leaf for this scenario = Current Sales_Average (not written),comm/fuel_shares.csv,TEAM_AUTHORED,AMS Target Scenario
Brunei,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Stock_Average,Activity Level,"Interp(2023, 100, 2024, 97.6294, 2025, 94.2244, 2026, 89.5368, 2027, 83.4462, 2028, 76.1012, 2029, 68, 2030, 59.8988, 2031, 52.5538, 2032, 46.4632, 2033, 41.7756, 2034, 38.3706, 2035, 36, 2036, 36, 2037, 36, 2038, 36, 2039, 36, 2040, 36, 2041, 36, 2042, 36, 2043, 36, 2044, 36, 2045, 36, 2046, 36, 2047, 36, 2048, 36, 2049, 36, 2050, 36, 2051, 36, 2052, 36, 2053, 36, 2054, 36, 2055, 36, 2056, 36, 2057, 36, 2058, 36, 2059, 36, 2060, 36)",Share,,forced efficiency-mix (proposed; scenario-design-owned); ref_curves,B7 tech share on leaf Activity Level (R1; CFS_ is inert); curve=blend_shares; source_tier=proposed-scenario; Remainder(100) leaf for this scenario = Efficient (not written),comm/fuel_shares.csv,TEAM_AUTHORED,Regional Aspiration Scenario
Brunei,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Efficient,Activity Level,"Interp(2023, 0, 2024, 0.6433, 2025, 1.463, 2026, 2.4889, 2027, 3.7451, 2028, 5.2426, 2029, 6.9713, 2030, 8.8949, 2031, 10.9495, 2032, 13.0505, 2033, 15.1051, 2034, 17.0287, 2035, 18.7574, 2036, 20.2549, 2037, 21.5111, 2038, 22.537, 2039, 23.3567, 2040, 24, 2041, 24, 2042, 24, 2043, 24, 2044, 24, 2045, 24, 2046, 24, 2047, 24, 2048, 24, 2049, 24, 2050, 24, 2051, 24, 2052, 24, 2053, 24, 2054, 24, 2055, 24, 2056, 24, 2057, 24, 2058, 24, 2059, 24, 2060, 24)",Share,,forced efficiency-mix (proposed; scenario-design-owned); ref_curves,B7 tech share on leaf Activity Level (R1; CFS_ is inert); curve=blend_shares; source_tier=proposed-scenario; Remainder(100) leaf for this scenario = Current Sales_Average (not written),comm/fuel_shares.csv,TEAM_AUTHORED,AMS Target Scenario
Brunei,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Efficient,Activity Level,0,Share,,forced efficiency-mix (proposed; scenario-design-owned); ref_curves,B7 tech share on leaf Activity Level (R1; CFS_ is inert); curve=frozen; source_tier=proposed-scenario; Remainder(100) leaf for this scenario = Current Stock_Average (not written),comm/fuel_shares.csv,TEAM_AUTHORED,Baseline Simulation
Brunei,Demand\Commercial\Other Commercial\End Use Projection\Refrigeration\Efficient,Activity Level,"Interp(2023, 0, 2024, 0.8578, 2025, 1.9506, 2026, 3.3185, 2027, 4.9935, 2028, 6.9901, 2029, 9.295, 2030, 11.8598, 2031, 14.5994, 2032, 17.4006, 2033, 20.1402, 2034, 22.705, 2035, 25.0099, 2036, 27.0065, 2037, 28.6815, 2038, 30.0494, 2039, 31.1422, 2040, 32, 2041, 32, 2042, 32, 2043, 32, 2044, 32, 2045, 32, 2046, 32, 2047, 32, 2048, 32, 2049, 32, 2050, 32, 2051, 32, 2052, 32, 2053, 32, 2054, 32, 2055, 32, 2056, 32, 2057, 32, 2058, 32, 2059, 32, 2060, 32)",Share,,forced efficiency-mix (proposed; scenario-design-owned); ref_curves,B7 tech share on leaf Activity Level (R1; CFS_ is inert); curve=logistic_transition; source_tier=proposed-scenario; Remainder(100) leaf for this scenario = Existing (not written),comm/fuel_shares.csv,TEAM_AUTHORED,AMS Target Scenario
Brunei,Demand\Commercial\Other Commercial\End Use Projection\Refrigeration\Efficient,Activity Level,0,Share,,forced efficiency-mix (proposed; scenario-design-owned); ref_curves,B7 tech share on leaf Activity Level (R1; CFS_ is inert); curve=frozen; source_tier=proposed-scenario; Remainder(100) leaf for this scenario = Existing (not written),comm/fuel_shares.csv,TEAM_AUTHORED,Baseline Simulation
Brunei,Demand\Commercial\Other Commercial\End Use Projection\Refrigeration\Efficient,Activity Level,"Interp(2023, 0, 2024, 2.0743, 2025, 5.0536, 2026, 9.1553, 2027, 14.4846, 2028, 20.9114, 2029, 28, 2030, 35.0886, 2031, 41.5154, 2032, 46.8447, 2033, 50.9464, 2034, 53.9257, 2035, 56, 2036, 56, 2037, 56, 2038, 56, 2039, 56, 2040, 56, 2041, 56, 2042, 56, 2043, 56, 2044, 56, 2045, 56, 2046, 56, 2047, 56, 2048, 56, 2049, 56, 2050, 56, 2051, 56, 2052, 56, 2053, 56, 2054, 56, 2055, 56, 2056, 56, 2057, 56, 2058, 56, 2059, 56, 2060, 56)",Share,,forced efficiency-mix (proposed; scenario-design-owned); ref_curves,B7 tech share on leaf Activity Level (R1; CFS_ is inert); curve=logistic_transition; source_tier=proposed-scenario; Remainder(100) leaf for this scenario = Existing (not written),comm/fuel_shares.csv,TEAM_AUTHORED,Regional Aspiration Scenario
Cambodia,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Best Practice,Activity Level,"Interp(2023, 0, 2024, 0.1876, 2025, 0.4267, 2026, 0.7259, 2027, 1.0923, 2028, 1.5291, 2029, 2.0333, 2030, 2.5943, 2031, 3.1936, 2032, 3.8064, 2033, 4.4057, 2034, 4.9667, 2035, 5.4709, 2036, 5.9077, 2037, 6.2741, 2038, 6.5733, 2039, 6.8124, 2040, 7, 2041, 7, 2042, 7, 2043, 7, 2044, 7, 2045, 7, 2046, 7, 2047, 7, 2048, 7, 2049, 7, 2050, 7, 2051, 7, 2052, 7, 2053, 7, 2054, 7, 2055, 7, 2056, 7, 2057, 7, 2058, 7, 2059, 7, 2060, 7)",Share,,forced efficiency-mix (proposed; scenario-design-owned); ref_curves,B7 tech share on leaf Activity Level (R1; CFS_ is inert); curve=blend_shares; source_tier=proposed-scenario; Remainder(100) leaf for this scenario = Current Sales_Average (not written),comm/fuel_shares.csv,TEAM_AUTHORED,AMS Target Scenario
Cambodia,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Best Practice,Activity Level,0,Share,,forced efficiency-mix (proposed; scenario-design-owned); ref_curves,B7 tech share on leaf Activity Level (R1; CFS_ is inert); curve=frozen; source_tier=proposed-scenario; Remainder(100) leaf for this scenario = Current Stock_Average (not written),comm/fuel_shares.csv,TEAM_AUTHORED,Baseline Simulation
Cambodia,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Best Practice,Activity Level,"Interp(2023, 0, 2024, 0.7779, 2025, 1.8951, 2026, 3.4332, 2027, 5.4317, 2028, 7.8418, 2029, 10.5, 2030, 13.1582, 2031, 15.5683, 2032, 17.5668, 2033, 19.1049, 2034, 20.2221, 2035, 21, 2036, 21, 2037, 21, 2038, 21, 2039, 21, 2040, 21, 2041, 21, 2042, 21, 2043, 21, 2044, 21, 2045, 21, 2046, 21, 2047, 21, 2048, 21, 2049, 21, 2050, 21, 2051, 21, 2052, 21, 2053, 21, 2054, 21, 2055, 21, 2056, 21, 2057, 21, 2058, 21, 2059, 21, 2060, 21)",Share,,forced efficiency-mix (proposed; scenario-design-owned); ref_curves,B7 tech share on leaf Activity Level (R1; CFS_ is inert); curve=blend_shares; source_tier=proposed-scenario; Remainder(100) leaf for this scenario = Efficient (not written),comm/fuel_shares.csv,TEAM_AUTHORED,Regional Aspiration Scenario
Cambodia,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average,Activity Level,0,Share,,forced efficiency-mix (proposed; scenario-design-owned); ref_curves,B7 tech share on leaf Activity Level (R1; CFS_ is inert); curve=frozen; source_tier=proposed-scenario; Remainder(100) leaf for this scenario = Current Stock_Average (not written),comm/fuel_shares.csv,TEAM_AUTHORED,Baseline Simulation
Cambodia,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average,Activity Level,"Interp(2023, 0, 2024, 0.2593, 2025, 0.6317, 2026, 1.1444, 2027, 1.8106, 2028, 2.6139, 2029, 3.5, 2030, 4.3861, 2031, 5.1894, 2032, 5.8556, 2033, 6.3683, 2034, 6.7407, 2035, 7, 2036, 7, 2037, 7, 2038, 7, 2039, 7, 2040, 7, 2041, 7, 2042, 7, 2043, 7, 2044, 7, 2045, 7, 2046, 7, 2047, 7, 2048, 7, 2049, 7, 2050, 7, 2051, 7, 2052, 7, 2053, 7, 2054, 7, 2055, 7, 2056, 7, 2057, 7, 2058, 7, 2059, 7, 2060, 7)",Share,,forced efficiency-mix (proposed; scenario-design-owned); ref_curves,B7 tech share on leaf Activity Level (R1; CFS_ is inert); curve=blend_shares; source_tier=proposed-scenario; Remainder(100) leaf for this scenario = Efficient (not written),comm/fuel_shares.csv,TEAM_AUTHORED,Regional Aspiration Scenario
