branch_path,variable,scenario,region,scale,units,per,expression
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Natural Gas\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Baseline Simulation,Indonesia,,Kilogramme,Terajoule,2.6 ?b
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Natural Gas\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Current Accounts,Indonesia,,Kilogramme,Terajoule,2.6 ?b
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Natural Gas\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Regional Aspiration Scenario,Indonesia,,Kilogramme,Terajoule,2.6 ?b
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Natural Gas\Organic Carbon,Avg Environmental Loading,AMS Target Scenario,Indonesia,,Kilogramme,Terajoule,0.223 ?c
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Natural Gas\Organic Carbon,Avg Environmental Loading,Baseline Simulation,Indonesia,,Kilogramme,Terajoule,0.223 ?c
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Natural Gas\Organic Carbon,Avg Environmental Loading,Current Accounts,Indonesia,,Kilogramme,Terajoule,0.223 ?c
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Natural Gas\Organic Carbon,Avg Environmental Loading,Regional Aspiration Scenario,Indonesia,,Kilogramme,Terajoule,0.223 ?c
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Natural Gas\Particulates PM10,Avg Environmental Loading,AMS Target Scenario,Indonesia,,Kilogramme,Terajoule,0.89 ?b
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Natural Gas\Particulates PM10,Avg Environmental Loading,Baseline Simulation,Indonesia,,Kilogramme,Terajoule,0.89 ?b
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Natural Gas\Particulates PM10,Avg Environmental Loading,Current Accounts,Indonesia,,Kilogramme,Terajoule,0.89 ?b
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Natural Gas\Particulates PM10,Avg Environmental Loading,Regional Aspiration Scenario,Indonesia,,Kilogramme,Terajoule,0.89 ?b
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Natural Gas\Particulates PM2pt5,Avg Environmental Loading,AMS Target Scenario,Indonesia,,Kilogramme,Terajoule,0.89 ?b
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Natural Gas\Particulates PM2pt5,Avg Environmental Loading,Baseline Simulation,Indonesia,,Kilogramme,Terajoule,0.89 ?b
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Natural Gas\Particulates PM2pt5,Avg Environmental Loading,Current Accounts,Indonesia,,Kilogramme,Terajoule,0.89 ?b
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Natural Gas\Particulates PM2pt5,Avg Environmental Loading,Regional Aspiration Scenario,Indonesia,,Kilogramme,Terajoule,0.89 ?b
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Natural Gas\Sulfur Dioxide,Avg Environmental Loading,AMS Target Scenario,Indonesia,,Kilogramme,Kilogramme,SulfurContent*(1-SulfurRetention)*(SO2/S)
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Natural Gas\Sulfur Dioxide,Avg Environmental Loading,Baseline Simulation,Indonesia,,Kilogramme,Kilogramme,SulfurContent*(1-SulfurRetention)*(SO2/S)
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Natural Gas\Sulfur Dioxide,Avg Environmental Loading,Current Accounts,Indonesia,,Kilogramme,Kilogramme,SulfurContent*(1-SulfurRetention)*(SO2/S)
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Natural Gas\Sulfur Dioxide,Avg Environmental Loading,Regional Aspiration Scenario,Indonesia,,Kilogramme,Kilogramme,SulfurContent*(1-SulfurRetention)*(SO2/S)
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Transmission Nodes\Indonesia,Nodal Distribution,Regional Aspiration Scenario,Indonesia,,Percent,,0
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Transmission Nodes\Indonesia Borneo,Nodal Distribution,Regional Aspiration Scenario,Indonesia,,Percent,,0
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Transmission Nodes\Indonesia East,Nodal Distribution,Regional Aspiration Scenario,Indonesia,,Percent,,0
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Transmission Nodes\Indonesia Jamali,Nodal Distribution,Regional Aspiration Scenario,Indonesia,,Percent,,100
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Transmission Nodes\Indonesia Sumatra,Nodal Distribution,Regional Aspiration Scenario,Indonesia,,Percent,,0
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,Annual Storage Carryover,Current Accounts,Indonesia,,Yes/No,,No
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,Capacity Additions,AMS Target Scenario,Indonesia,,MW,,"Add(2026, 2.53, 2027, 14.31, 2028, 2.68, 2029, 7.33, 2030, 3.03)"
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,Capacity Additions,Baseline Simulation,Indonesia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,Capacity Additions,Current Accounts,Indonesia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,Capacity Additions,Regional Aspiration Scenario,Indonesia,,MW,,"Add(2026, 500, 2027, 80, 2030, 100)"
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,Capacity Credit,AMS Target Scenario,Indonesia,,Percent,,85 ? max availability
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,Capacity Credit,Baseline Simulation,Indonesia,,Percent,,85 ? max availability
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,Capacity Credit,Current Accounts,Indonesia,,Percent,,85 ? max availability
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,Capacity Credit,Regional Aspiration Scenario,Indonesia,,Percent,,85 ? max availability
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,Capacity Retirement,AMS Target Scenario,Indonesia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,Capacity Retirement,Baseline Simulation,Indonesia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,Capacity Retirement,Current Accounts,Indonesia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,Capacity Retirement,Regional Aspiration Scenario,Indonesia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,Capital Cost,AMS Target Scenario,Indonesia,Thousand,U.S. Dollar,Megawatt,"Interp(2022, 1080, 2030, 1030, 2050, 950) ? 2024 Technology Data for the Indonesian Power Sector (Danish Energy) - price Year 2022"
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,Capital Cost,Baseline Simulation,Indonesia,Thousand,U.S. Dollar,Megawatt,"Interp(2022, 1080, 2030, 1030, 2050, 950) ? 2024 Technology Data for the Indonesian Power Sector (Danish Energy) - price Year 2022"
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,Capital Cost,Current Accounts,Indonesia,Thousand,U.S. Dollar,Megawatt,"Interp(2022, 1080, 2030, 1030, 2050, 950) ? 2024 Technology Data for the Indonesian Power Sector (Danish Energy) - price Year 2022"
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,Capital Cost,Regional Aspiration Scenario,Indonesia,Thousand,U.S. Dollar,Megawatt,"Interp(2030, 750, 2050, 700)"
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,Dispatch Rule,AMS Target Scenario,Indonesia,,None,,MeritOrderDispatch
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,Dispatch Rule,Baseline Simulation,Indonesia,,None,,MeritOrderDispatch
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,Dispatch Rule,Current Accounts,Indonesia,,None,,MeritOrderDispatch
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,Dispatchable,Current Accounts,Indonesia,,Yes/No,,Yes
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,Endogenous Capacity,AMS Target Scenario,Indonesia,,Megawatt,,"Step(2023, 0, 2031, 0.7 * Key\End_cap multip\Total_:Activity Level[MW]*(1-Key\End_cap multip\RE_Fraction:Activity Level[Fraction])) ? Fraction of this technology among the RE or non RE calculated based on last Year of capacity additions in AMS' PDP"
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,Endogenous Capacity,Baseline Simulation,Indonesia,,Megawatt,,"Step(2023,150)"
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,Endogenous Capacity,Current Accounts,Indonesia,,Megawatt,,0
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,Existing Capacity,AMS Target Scenario,Indonesia,,MW,,"Max(Value(2024) - Capacity Retirement[MW], 0)"
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,Existing Capacity,Baseline Simulation,Indonesia,,MW,,Value(2024)
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,Existing Capacity,Current Accounts,Indonesia,,MW,,"Interp(2005, 34.97849218, 2006, 38.71898299, 2007, 38.92117168, 2008, 40.48813405, 2009, 40.48813405, 2010, 38.36692193, 2011, 42.86890591, 2012, 47.82323654, 2013, 49.80013648, 2014, 51.2857179, 2015, 51.2857179, 2016, 51.2857179, 2017, 51.2857179, 2018, 56.71443375, 2019, 58.98400182, 2020, 99.49266955, 2021, 98.36489338, 2022, 127.410098, 2023, 152.7822603, 2024, 178.7692315, FirstScenarioYear, 0)"
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,Existing Capacity,Regional Aspiration Scenario,Indonesia,,MW,,"Max(Value(2024) - Capacity Retirement[MW], 0)"
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,Exogenous Capacity,AMS Target Scenario,Indonesia,,Megawatt,,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW]
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,Exogenous Capacity,Baseline Simulation,Indonesia,,Megawatt,,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW]
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,Exogenous Capacity,Current Accounts,Indonesia,,Megawatt,,Existing Capacity[MW] + Capacity Additions[MW]
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,Exogenous Capacity,Regional Aspiration Scenario,Indonesia,,Megawatt,,"Max(Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW], 0)"
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,First Simulation Year,AMS Target Scenario,Indonesia,,Years,,FirstScenarioYear
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,First Simulation Year,Baseline Simulation,Indonesia,,Years,,FirstScenarioYear
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,First Simulation Year,Current Accounts,Indonesia,,Years,,FirstScenarioYear
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,Fixed OM Cost,AMS Target Scenario,Indonesia,Thousand,U.S. Dollar,Megawatt,"Interp(2022, 26.8, 2030, 26, 2050, 25.2) ? 2024 Technology Data for the Indonesian Power Sector (Danish Energy) - price Year 2022"
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,Fixed OM Cost,Baseline Simulation,Indonesia,Thousand,U.S. Dollar,Megawatt,"Interp(2022, 26.8, 2030, 26, 2050, 25.2) ? 2024 Technology Data for the Indonesian Power Sector (Danish Energy) - price Year 2022"
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,Fixed OM Cost,Current Accounts,Indonesia,Thousand,U.S. Dollar,Megawatt,"Interp(2022, 26.8, 2030, 26, 2050, 25.2) ? 2024 Technology Data for the Indonesian Power Sector (Danish Energy) - price Year 2022"
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,Fixed OM Cost,Regional Aspiration Scenario,Indonesia,Thousand,U.S. Dollar,Megawatt,"Interp(2017, 22.5, 2050, 21.8)"
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,Full Load Hours,AMS Target Scenario,Indonesia,,Hours,,0
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,Full Load Hours,Baseline Simulation,Indonesia,,Hours,,0
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,Full Load Hours,Current Accounts,Indonesia,,Hours,,0
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,Full Load Hours,Regional Aspiration Scenario,Indonesia,,Hours,,0
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,Historical Capacity Factor,AMS Target Scenario,Indonesia,,percentage,,0
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,Historical Capacity Factor,Baseline Simulation,Indonesia,,percentage,,0
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,Historical Capacity Factor,Current Accounts,Indonesia,,percentage,,"Min(Historical Production[GWh] / (Exogenous Capacity[MW] / 1000 * 8760) * 100, 100)"
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,Historical Capacity Factor,Regional Aspiration Scenario,Indonesia,,percentage,,0
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,Historical Production,AMS Target Scenario,Indonesia,,Gigawatt-Hour,,"Interp(2005, 173.6597651, 2006, 173.1260274, 2007, 175.1070153, 2008, 201.8041635, 2009, 200.8752546, 2010, 222.3427999, 2011, 228.8348976, 2012, 200.6032537, 2013, 212.6277477, 2014, 224.6881664, 2015, 229.1274269, 2016, 247.4079424, 2017, 226.6999469, 2018, 225.6222074, 2019, 221.470498, 2020, 308.9175257, 2021, 331.8199058, 2022, 289.0134003, 2023, 327.624641, 2024, 358.3183239, FirstScenarioYear, 0)"
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,Historical Production,Baseline Simulation,Indonesia,,Gigawatt-Hour,,"Interp(2005, 173.6597651, 2006, 173.1260274, 2007, 175.1070153, 2008, 201.8041635, 2009, 200.8752546, 2010, 222.3427999, 2011, 228.8348976, 2012, 200.6032537, 2013, 212.6277477, 2014, 224.6881664, 2015, 229.1274269, 2016, 247.4079424, 2017, 226.6999469, 2018, 225.6222074, 2019, 221.470498, 2020, 308.9175257, 2021, 331.8199058, 2022, 289.0134003, 2023, 327.624641, 2024, 358.3183239, FirstScenarioYear, 0)"
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,Historical Production,Current Accounts,Indonesia,,Gigawatt-Hour,,"Interp(2005, 173.6597651, 2006, 173.1260274, 2007, 175.1070153, 2008, 201.8041635, 2009, 200.8752546, 2010, 222.3427999, 2011, 228.8348976, 2012, 200.6032537, 2013, 212.6277477, 2014, 224.6881664, 2015, 229.1274269, 2016, 247.4079424, 2017, 226.6999469, 2018, 225.6222074, 2019, 221.470498, 2020, 308.9175257, 2021, 331.8199058, 2022, 289.0134003, 2023, 327.624641, 2024, 358.3183239, FirstScenarioYear, 0)"
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,Hourly Storage Carryover,Current Accounts,Indonesia,,Yes/No,,Yes
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,Interest Rate,AMS Target Scenario,Indonesia,,Percent,,DiscountRate
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,Interest Rate,Baseline Simulation,Indonesia,,Percent,,DiscountRate
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,Interest Rate,Current Accounts,Indonesia,,Percent,,DiscountRate
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,Interest Rate,Regional Aspiration Scenario,Indonesia,,Percent,,DiscountRate
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,Lifetime,AMS Target Scenario,Indonesia,,Years,,30 ? https://www.statista.com/statistics/1229935/lifetime-power-plants-energy-sources-globally/
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,Lifetime,Baseline Simulation,Indonesia,,Years,,30 ? https://www.statista.com/statistics/1229935/lifetime-power-plants-energy-sources-globally/
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,Lifetime,Current Accounts,Indonesia,,Years,,30 ? https://www.statista.com/statistics/1229935/lifetime-power-plants-energy-sources-globally/
