node,region,variable,units,CA,BAS,ATS,RAS
Gas Combined Cycle_IDSA,Indonesia,Real Investment Cost,USD,Capital Cost[Thousand USD/MW] * (Capacity Additions[MW]) / 1000,Capital Cost[Thousand USD/MW] * (Capacity Additions[MW]) / 1000,"If((Capacity Additions[MW] - PrevYearValue(Capacity Additions[MW])>0),(Capital Cost[Thousand USD/MW] * (Capacity Additions[MW] - PrevYearValue(Capacity Additions[MW])) / 1000),0)","If((Capacity Additions[MW] - PrevYearValue(Capacity Additions[MW])>0),(Capital Cost[Thousand USD/MW] * (Capacity Additions[MW] - PrevYearValue(Capacity Additions[MW])) / 1000),0)"
Gas Combined Cycle_IDSA,Indonesia,Renewable Qualified,Percent,,,,0
Gas Combined Cycle_IDSA,Indonesia,Salvage Value,U.S. Dollar,0,0,0,0
Gas Combined Cycle_IDSA,Indonesia,Seasonal Storage Carryover,Yes/No,No,,,
Gas Combined Cycle_IDSA,Indonesia,Starting Charge,Share,0,,,
Gas Combined Cycle_IDSA,Indonesia,Stranded Cost,U.S. Dollar,0,0,0,0
Gas Combined Cycle_IDSA,Indonesia,Variable OM Cost,U.S. Dollar,"Interp(2022, 2.6, 2030, 2.5, 2050, 2.4) ? 2024 Technology Data for the Indonesian Power Sector (Danish Energy) - price Year 2022","Interp(2022, 2.6, 2030, 2.5, 2050, 2.4) ? 2024 Technology Data for the Indonesian Power Sector (Danish Energy) - price Year 2022","Interp(2022, 2.6, 2030, 2.5, 2050, 2.4) ? 2024 Technology Data for the Indonesian Power Sector (Danish Energy) - price Year 2022","Interp(2030, 0.13, 2050, 0.12)"
Gas Combined Cycle_MYPE,Malaysia,Annual Storage Carryover,Yes/No,No,,,
Gas Combined Cycle_MYPE,Malaysia,Capacity Additions,MW,0,0,"Add(2026, 228.6, 2029, 412.3, 2030, 987.6, 2031, 582.4, 2032, 580.7, 2033, 1164.6, 2034, 193.367, 2035, 193.367, 2036, 193.367, 2038, 79.6, 2039, 586.7, 2040, 1160.5)","Add(2026, 228.6, 2029, 412.3, 2030, 987.6, 2031, 582.4, 2032, 580.7, 2033, 1164.6, 2034, 193.367, 2035, 193.367, 2036, 193.367, 2038, 79.6, 2039, 586.7, 2040, 1160.5)"
Gas Combined Cycle_MYPE,Malaysia,Capacity Credit,Percent,85 ? max availability,85 ? max availability,85 ? max availability,85 ? max availability
Gas Combined Cycle_MYPE,Malaysia,Capacity Retirement,MW,"Add(2025, 128.1736, 2027, 112, 2028, 1303, 2040, 746) ? PDP",0,"Add(2027, 92.3, 2028, 900, 2037, 300)","Add(2027, 92.3, 2028, 900, 2037, 300)"
Gas Combined Cycle_MYPE,Malaysia,Capital Cost,U.S. Dollar,"Interp(2020, 930, 2030, 870) ? Vietnam PDP8; WS1","Interp(2020, 930, 2030, 870) ? Vietnam PDP8; WS1","Interp(2020, 930, 2030, 870) ? Vietnam PDP8; WS1","Interp(2020, 930, 2030, 870) ? Vietnam PDP8; WS1"
Gas Combined Cycle_MYPE,Malaysia,Dispatch Rule,None,MeritOrderDispatch,MeritOrderDispatch,MeritOrderDispatch,
Gas Combined Cycle_MYPE,Malaysia,Dispatchable,Yes/No,Yes,,,
Gas Combined Cycle_MYPE,Malaysia,Endogenous Capacity,Megawatt,0,"Step(2023,0,2024,150)","Step(2023, 0, 2041, 1 * Key\End_cap multip\Total_:Activity Level[MW]*(1-Key\End_cap multip\RE_Fraction:Activity Level[Fraction])) ? Fraction of this technology among the RE or non RE calculated based on last Year of capacity additions in AMS' PDP",
Gas Combined Cycle_MYPE,Malaysia,Existing Capacity,MW,"Interp(2005, 10092.46461, 2006, 10529.28156, 2007, 10547.55147, 2008, 10647.20553, 2009, 11278.34789, 2010, 11503.39997, 2011, 12420.21729, 2012, 12910.18307, 2013, 12806.37676, 2014, 12662.70883, 2015, 11215.73193, 2016, 11688.1752, 2017, 12188.505, 2018, 12334.59785, 2019, 10266.2779, 2020, 10653.6, 2021, 10763.4, 2022, 10896.38, 2023, 11552.4, 2024, 12130, FirstScenarioYear, 0)",Value(2024),"Max(Value(2024) - Capacity Retirement[MW], 0)","Max(Value(2024) - Capacity Retirement[MW], 0)"
Gas Combined Cycle_MYPE,Malaysia,Exogenous Capacity,Megawatt,"Max(Historical Production[GWh]/Capacity Credit,Existing Capacity[MW] + Capacity Additions[MW])",Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW]
Gas Combined Cycle_MYPE,Malaysia,First Simulation Year,Years,FirstScenarioYear,FirstScenarioYear,FirstScenarioYear,
Gas Combined Cycle_MYPE,Malaysia,Fixed OM Cost,U.S. Dollar,"Interp(2020, 29.35, 2030, 28.50) ? Vietnam PDP8; WS1","Interp(2020, 29.35, 2030, 28.50) ? Vietnam PDP8; WS1","Interp(2020, 29.35, 2030, 28.50) ? Vietnam PDP8; WS1","Interp(2020, 29.35, 2030, 28.50) ? Vietnam PDP8; WS1"
Gas Combined Cycle_MYPE,Malaysia,Full Load Hours,Hours,0,0,0,0
Gas Combined Cycle_MYPE,Malaysia,Historical Capacity Factor,percentage,"Min(Historical Production[GWh] / (Exogenous Capacity[MW] / 1000 * 8760) * 100, 100)",0,0,0
Gas Combined Cycle_MYPE,Malaysia,Historical Production,Gigawatt-Hour,"Interp(2005, 50986.33732, 2006, 53786.61632, 2007, 54450.9767, 2008, 56287.1027, 2009, 52625.64656, 2010, 50941.493, 2011, 46282.66584, 2012, 52068.41429, 2013, 56272.15459, 2014, 61317.14122, 2015, 58099.97608, 2016, 55501.49655, 2017, 51596.71842, 2018, 53192.84423, 2019, 60024.96028, 2020, 44587.66659, 2021, 48514.05304, 2022, 58371.53339, 2023, 62139.28719, 2024, 62423.30125, FirstScenarioYear, 0)","Interp(2005, 50986.33732, 2006, 53786.61632, 2007, 54450.9767, 2008, 56287.1027, 2009, 52625.64656, 2010, 50941.493, 2011, 46282.66584, 2012, 52068.41429, 2013, 56272.15459, 2014, 61317.14122, 2015, 58099.97608, 2016, 55501.49655, 2017, 51596.71842, 2018, 53192.84423, 2019, 60024.96028, 2020, 44587.66659, 2021, 48514.05304, 2022, 58371.53339, 2023, 62139.28719, 2024, 62423.30125, FirstScenarioYear, 0)","Interp(2005, 50986.33732, 2006, 53786.61632, 2007, 54450.9767, 2008, 56287.1027, 2009, 52625.64656, 2010, 50941.493, 2011, 46282.66584, 2012, 52068.41429, 2013, 56272.15459, 2014, 61317.14122, 2015, 58099.97608, 2016, 55501.49655, 2017, 51596.71842, 2018, 53192.84423, 2019, 60024.96028, 2020, 44587.66659, 2021, 48514.05304, 2022, 58371.53339, 2023, 62139.28719, 2024, 62423.30125, FirstScenarioYear, 0)",
Gas Combined Cycle_MYPE,Malaysia,Hourly Storage Carryover,Yes/No,Yes,,,
Gas Combined Cycle_MYPE,Malaysia,Interest Rate,Percent,DiscountRate,DiscountRate,DiscountRate,DiscountRate
Gas Combined Cycle_MYPE,Malaysia,Lifetime,Years,30 ? https://www.statista.com/statistics/1229935/lifetime-power-plants-energy-sources-globally/,30 ? https://www.statista.com/statistics/1229935/lifetime-power-plants-energy-sources-globally/,30 ? https://www.statista.com/statistics/1229935/lifetime-power-plants-energy-sources-globally/,30 ? https://www.statista.com/statistics/1229935/lifetime-power-plants-energy-sources-globally/
Gas Combined Cycle_MYPE,Malaysia,Maximum Availability,Percent,90 ? AEO8 Country submissions,90 ? AEO8 Country submissions,90 ? AEO8 Country submissions,ScenarioValue(AMS Target Scenario)*Key\Capacity Additions Multiplier\Fossil Fuel Dispatch Reduction:Activity Level[Percent]
Gas Combined Cycle_MYPE,Malaysia,Maximum Capacity,Megawatt,,,,1000000
Gas Combined Cycle_MYPE,Malaysia,Maximum Capacity Addition,Megawatt,,,,"Interp(BaseYear, 0, 2023, 1104*20%, 2023 + Key\Modeling Assumptions\Gas Lead Time:Activity Level, 1104)"
Gas Combined Cycle_MYPE,Malaysia,Maximum Production,Gigajoule,,,,Unlimited
Gas Combined Cycle_MYPE,Malaysia,Maximum_Share_of_Production,%,,100,100,100
Gas Combined Cycle_MYPE,Malaysia,Merit Order,Merit Order,1,1,1,
Gas Combined Cycle_MYPE,Malaysia,Minimum Capacity,Megawatt,,,,0
Gas Combined Cycle_MYPE,Malaysia,Minimum Capacity Addition,Megawatt,,,,0
Gas Combined Cycle_MYPE,Malaysia,Minimum Charge,Share,0,0,0,0
Gas Combined Cycle_MYPE,Malaysia,Minimum Production,Gigajoule,,,,0
Gas Combined Cycle_MYPE,Malaysia,Minimum Share of Production,Percent,,,,0
Gas Combined Cycle_MYPE,Malaysia,Minimum Utilization,Percent,0,0,0,"Min(Interp(FirstScenarioYear, Value(Historical Capacity Factor[percentage],  LastHistoricalYear), FirstScenarioYear + Key\Modeling Assumptions\Incumbent Generator DIspatch Phaseout:Activity Level, 0), Maximum Availability)"
Gas Combined Cycle_MYPE,Malaysia,Node,ID,BranchID(Key\Transmission\Nodes\Malaysia:Activity Level[NA]),BranchID(Key\Transmission\Nodes\Malaysia:Activity Level[NA]),BranchID(Key\Transmission\Nodes\Malaysia:Activity Level[NA]),BranchID(Key\Transmission\Nodes\Malaysia:Activity Level[NA])
Gas Combined Cycle_MYPE,Malaysia,Optimized New Capacity,Megawatt,,,,0 ?Optimized on 07/02/2026 11:41 (NEMO/CPLEX)
Gas Combined Cycle_MYPE,Malaysia,Process Efficiency,Percent,42.81 ? *Source: AEO6 1st Working Meeting (12-14 February 2019),42.81 ? *Source: AEO6 1st Working Meeting (12-14 February 2019),42.81 ? *Source: AEO6 1st Working Meeting (12-14 February 2019),42.81 ? *Source: AEO6 1st Working Meeting (12-14 February 2019)
Gas Combined Cycle_MYPE,Malaysia,Process Share,Share,0,0,0,
Gas Combined Cycle_MYPE,Malaysia,Real Investment Cost,USD,Capital Cost[Thousand USD/MW] * (Capacity Additions[MW]) / 1000,Capital Cost[Thousand USD/MW] * (Capacity Additions[MW]) / 1000,"If((Capacity Additions[MW] - PrevYearValue(Capacity Additions[MW])>0),(Capital Cost[Thousand USD/MW] * (Capacity Additions[MW] - PrevYearValue(Capacity Additions[MW])) / 1000),0)","If((Capacity Additions[MW] - PrevYearValue(Capacity Additions[MW])>0),(Capital Cost[Thousand USD/MW] * (Capacity Additions[MW] - PrevYearValue(Capacity Additions[MW])) / 1000),0)"
Gas Combined Cycle_MYPE,Malaysia,Renewable Qualified,Percent,,,,0
Gas Combined Cycle_MYPE,Malaysia,Salvage Value,U.S. Dollar,0,0,0,0
Gas Combined Cycle_MYPE,Malaysia,Seasonal Storage Carryover,Yes/No,No,,,
Gas Combined Cycle_MYPE,Malaysia,Starting Charge,Share,0,,,
Gas Combined Cycle_MYPE,Malaysia,Stranded Cost,U.S. Dollar,0,0,0,0
Gas Combined Cycle_MYPE,Malaysia,Variable OM Cost,U.S. Dollar,"Interp(2020, 2.19, 2030, 2) ? Vietnam PDP8; WS1","Interp(2020, 2.19, 2030, 2) ? Vietnam PDP8; WS1","Interp(2020, 2.19, 2030, 2) ? Vietnam PDP8; WS1","Interp(2008, 0, 2009, 0, 2010, 0, 2011, 0, 2012, 0, 2013, 0, 2014, 0, 2015, 0, 2016, 0, 2017, 0, 2018, 0, 2019, 0, 2022, 28.79, 2023, 30.1, 2024, 29.6, 2025, 30, 2026, 30.6, 2027, 34.7, 2028, 36.2, 2029, 37.2, 2030, 39.2, 2031, 41.96, 2032, 43.3, 2033, 44.6, 2034, 45.6, 2035, 47.9, 2036, 48.5, 2037, 50.2, 2038, 51.9, 2039, 51.8) ? Malaysia Peninsular GDP 2021 - 2039"
Gas Combined Cycle_MYSB,Malaysia,Annual Storage Carryover,Yes/No,No,,,
Gas Combined Cycle_MYSB,Malaysia,Capacity Additions,MW,0,0,"Add(2026, 25.7, 2029, 46.5, 2030, 110.6, 2031, 65.3, 2032, 65.1, 2033, 130.4, 2034, 21.7, 2035, 21.7, 2036, 21.7, 2038, 9.4, 2039, 65.2, 2040, 129.8)","Add(2026, 25.7, 2029, 46.5, 2030, 110.6, 2031, 65.3, 2032, 65.1, 2033, 130.4, 2034, 21.7, 2035, 21.7, 2036, 21.7, 2038, 9.4, 2039, 65.2, 2040, 129.8)"
Gas Combined Cycle_MYSB,Malaysia,Capacity Credit,Percent,85 ? max availability,85 ? max availability,85 ? max availability,85 ? max availability
Gas Combined Cycle_MYSB,Malaysia,Capacity Retirement,MW,"Add(2025, 128.1736, 2027, 112, 2028, 1303, 2040, 746) ? PDP",0,"Add(2027, 10.4, 2028, 121.2, 2037, 69.2)","Add(2027, 10.4, 2028, 121.2, 2037, 69.2)"
Gas Combined Cycle_MYSB,Malaysia,Capital Cost,U.S. Dollar,"Interp(2020, 930, 2030, 870) ? Vietnam PDP8; WS1","Interp(2020, 930, 2030, 870) ? Vietnam PDP8; WS1","Interp(2020, 930, 2030, 870) ? Vietnam PDP8; WS1","Interp(2020, 930, 2030, 870) ? Vietnam PDP8; WS1"
Gas Combined Cycle_MYSB,Malaysia,Dispatch Rule,None,MeritOrderDispatch,MeritOrderDispatch,MeritOrderDispatch,
Gas Combined Cycle_MYSB,Malaysia,Dispatchable,Yes/No,Yes,,,
Gas Combined Cycle_MYSB,Malaysia,Endogenous Capacity,Megawatt,0,"Step(2023,0,2024,150)","Step(2023, 0, 2041, 1 * Key\End_cap multip\Total_:Activity Level[MW]*(1-Key\End_cap multip\RE_Fraction:Activity Level[Fraction])) ? Fraction of this technology among the RE or non RE calculated based on last Year of capacity additions in AMS' PDP",
Gas Combined Cycle_MYSB,Malaysia,Existing Capacity,MW,"Interp(2005, 1131.205602, 2006, 1180.16587, 2007, 1182.213638, 2008, 1193.383281, 2009, 1264.124354, 2010, 1289.349131, 2011, 1392.109847, 2012, 1447.027259, 2013, 1435.392214, 2014, 1419.289312, 2015, 1257.106095, 2016, 1310.059511, 2017, 1366.138566, 2018, 1382.513262, 2019, 1150.687321, 2020, 1194.1, 2021, 1194, 2022, 1182.5, 2023, 1182.5, 2024, 1182.5, FirstScenarioYear, 0)",Value(2024),"Max(Value(2024) - Capacity Retirement[MW], 0)","Max(Value(2024) - Capacity Retirement[MW], 0)"
Gas Combined Cycle_MYSB,Malaysia,Exogenous Capacity,Megawatt,"Max(Historical Production[GWh]/Capacity Credit,Existing Capacity[MW] + Capacity Additions[MW])",Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW]
Gas Combined Cycle_MYSB,Malaysia,First Simulation Year,Years,FirstScenarioYear,FirstScenarioYear,FirstScenarioYear,
Gas Combined Cycle_MYSB,Malaysia,Fixed OM Cost,U.S. Dollar,"Interp(2020, 29.35, 2030, 28.50) ? Vietnam PDP8; WS1","Interp(2020, 29.35, 2030, 28.50) ? Vietnam PDP8; WS1","Interp(2020, 29.35, 2030, 28.50) ? Vietnam PDP8; WS1","Interp(2020, 29.35, 2030, 28.50) ? Vietnam PDP8; WS1"
Gas Combined Cycle_MYSB,Malaysia,Full Load Hours,Hours,0,0,0,0
Gas Combined Cycle_MYSB,Malaysia,Historical Capacity Factor,percentage,"Min(Historical Production[GWh] / (Exogenous Capacity[MW] / 1000 * 8760) * 100, 100)",0,0,0
Gas Combined Cycle_MYSB,Malaysia,Historical Production,Gigawatt-Hour,"Interp(2005, 5714.761714, 2006, 6028.628684, 2007, 6103.092971, 2008, 6308.893645, 2009, 5898.502342, 2010, 5709.735375, 2011, 5187.554561, 2012, 5836.045422, 2013, 6307.218198, 2014, 6872.681378, 2015, 6512.088068, 2016, 6220.839625, 2017, 5783.175778, 2018, 5962.076228, 2019, 6727.84834, 2020, 4997.571964, 2021, 5437.657762, 2022, 6542.525346, 2023, 6964.830934, 2024, 6996.664417, FirstScenarioYear, 0)","Interp(2005, 5714.761714, 2006, 6028.628684, 2007, 6103.092971, 2008, 6308.893645, 2009, 5898.502342, 2010, 5709.735375, 2011, 5187.554561, 2012, 5836.045422, 2013, 6307.218198, 2014, 6872.681378, 2015, 6512.088068, 2016, 6220.839625, 2017, 5783.175778, 2018, 5962.076228, 2019, 6727.84834, 2020, 4997.571964, 2021, 5437.657762, 2022, 6542.525346, 2023, 6964.830934, 2024, 6996.664417, FirstScenarioYear, 0)","Interp(2005, 5714.761714, 2006, 6028.628684, 2007, 6103.092971, 2008, 6308.893645, 2009, 5898.502342, 2010, 5709.735375, 2011, 5187.554561, 2012, 5836.045422, 2013, 6307.218198, 2014, 6872.681378, 2015, 6512.088068, 2016, 6220.839625, 2017, 5783.175778, 2018, 5962.076228, 2019, 6727.84834, 2020, 4997.571964, 2021, 5437.657762, 2022, 6542.525346, 2023, 6964.830934, 2024, 6996.664417, FirstScenarioYear, 0)",
Gas Combined Cycle_MYSB,Malaysia,Hourly Storage Carryover,Yes/No,Yes,,,
Gas Combined Cycle_MYSB,Malaysia,Interest Rate,Percent,DiscountRate,DiscountRate,DiscountRate,DiscountRate
Gas Combined Cycle_MYSB,Malaysia,Lifetime,Years,30 ? https://www.statista.com/statistics/1229935/lifetime-power-plants-energy-sources-globally/,30 ? https://www.statista.com/statistics/1229935/lifetime-power-plants-energy-sources-globally/,30 ? https://www.statista.com/statistics/1229935/lifetime-power-plants-energy-sources-globally/,30 ? https://www.statista.com/statistics/1229935/lifetime-power-plants-energy-sources-globally/
Gas Combined Cycle_MYSB,Malaysia,Maximum Availability,Percent,90 ? AEO8 Country submissions,90 ? AEO8 Country submissions,90 ? AEO8 Country submissions,ScenarioValue(AMS Target Scenario)*Key\Capacity Additions Multiplier\Fossil Fuel Dispatch Reduction:Activity Level[Percent]
Gas Combined Cycle_MYSB,Malaysia,Maximum Capacity,Megawatt,,,,1000000
Gas Combined Cycle_MYSB,Malaysia,Maximum Capacity Addition,Megawatt,,,,"Interp(BaseYear, 0, 2023, 1104*20%, 2023 + Key\Modeling Assumptions\Gas Lead Time:Activity Level, 1104)"
Gas Combined Cycle_MYSB,Malaysia,Maximum Production,Gigajoule,,,,Unlimited
Gas Combined Cycle_MYSB,Malaysia,Maximum_Share_of_Production,%,,100,100,100
Gas Combined Cycle_MYSB,Malaysia,Merit Order,Merit Order,1,1,1,
Gas Combined Cycle_MYSB,Malaysia,Minimum Capacity,Megawatt,,,,0
Gas Combined Cycle_MYSB,Malaysia,Minimum Capacity Addition,Megawatt,,,,0
Gas Combined Cycle_MYSB,Malaysia,Minimum Charge,Share,0,0,0,0
Gas Combined Cycle_MYSB,Malaysia,Minimum Production,Gigajoule,,,,0
Gas Combined Cycle_MYSB,Malaysia,Minimum Share of Production,Percent,,,,0
Gas Combined Cycle_MYSB,Malaysia,Minimum Utilization,Percent,0,0,0,"Min(Interp(FirstScenarioYear, Value(Historical Capacity Factor[percentage],  LastHistoricalYear), FirstScenarioYear + Key\Modeling Assumptions\Incumbent Generator DIspatch Phaseout:Activity Level, 0), Maximum Availability)"
Gas Combined Cycle_MYSB,Malaysia,Node,ID,BranchID(Key\Transmission\Nodes\Malaysia:Activity Level[NA]),BranchID(Key\Transmission\Nodes\Malaysia:Activity Level[NA]),BranchID(Key\Transmission\Nodes\Malaysia:Activity Level[NA]),BranchID(Key\Transmission\Nodes\Malaysia:Activity Level[NA])
Gas Combined Cycle_MYSB,Malaysia,Optimized New Capacity,Megawatt,,,,0 ?Optimized on 07/02/2026 11:41 (NEMO/CPLEX)
Gas Combined Cycle_MYSB,Malaysia,Process Efficiency,Percent,42.81 ? *Source: AEO6 1st Working Meeting (12-14 February 2019),42.81 ? *Source: AEO6 1st Working Meeting (12-14 February 2019),42.81 ? *Source: AEO6 1st Working Meeting (12-14 February 2019),42.81 ? *Source: AEO6 1st Working Meeting (12-14 February 2019)
Gas Combined Cycle_MYSB,Malaysia,Process Share,Share,0,0,0,
Gas Combined Cycle_MYSB,Malaysia,Real Investment Cost,USD,Capital Cost[Thousand USD/MW] * (Capacity Additions[MW]) / 1000,Capital Cost[Thousand USD/MW] * (Capacity Additions[MW]) / 1000,"If((Capacity Additions[MW] - PrevYearValue(Capacity Additions[MW])>0),(Capital Cost[Thousand USD/MW] * (Capacity Additions[MW] - PrevYearValue(Capacity Additions[MW])) / 1000),0)","If((Capacity Additions[MW] - PrevYearValue(Capacity Additions[MW])>0),(Capital Cost[Thousand USD/MW] * (Capacity Additions[MW] - PrevYearValue(Capacity Additions[MW])) / 1000),0)"
Gas Combined Cycle_MYSB,Malaysia,Renewable Qualified,Percent,,,,0
Gas Combined Cycle_MYSB,Malaysia,Salvage Value,U.S. Dollar,0,0,0,0
Gas Combined Cycle_MYSB,Malaysia,Seasonal Storage Carryover,Yes/No,No,,,
Gas Combined Cycle_MYSB,Malaysia,Starting Charge,Share,0,,,
Gas Combined Cycle_MYSB,Malaysia,Stranded Cost,U.S. Dollar,0,0,0,0
Gas Combined Cycle_MYSB,Malaysia,Variable OM Cost,U.S. Dollar,"Interp(2020, 2.19, 2030, 2) ? Vietnam PDP8; WS1","Interp(2020, 2.19, 2030, 2) ? Vietnam PDP8; WS1","Interp(2020, 2.19, 2030, 2) ? Vietnam PDP8; WS1","Interp(2008, 0, 2009, 0, 2010, 0, 2011, 0, 2012, 0, 2013, 0, 2014, 0, 2015, 0, 2016, 0, 2017, 0, 2018, 0, 2019, 0, 2022, 28.79, 2023, 30.1, 2024, 29.6, 2025, 30, 2026, 30.6, 2027, 34.7, 2028, 36.2, 2029, 37.2, 2030, 39.2, 2031, 41.96, 2032, 43.3, 2033, 44.6, 2034, 45.6, 2035, 47.9, 2036, 48.5, 2037, 50.2, 2038, 51.9, 2039, 51.8) ? Malaysia Peninsular GDP 2021 - 2039"
Gas Combined Cycle_MYSR,Malaysia,Annual Storage Carryover,Yes/No,No,,,
Gas Combined Cycle_MYSR,Malaysia,Capacity Additions,MW,0,0,"Add(2026, 21.8, 2029, 38.2, 2030, 90.8, 2031, 54.3, 2032, 52.2, 2033, 108, 2034, 17.2667, 2035, 17.2667, 2036, 17.2667, 2038, 8.1, 2039, 52.7, 2040, 105.1)","Add(2026, 21.8, 2029, 38.2, 2030, 90.8, 2031, 54.3, 2032, 52.2, 2033, 108, 2034, 17.2667, 2035, 17.2667, 2036, 17.2667, 2038, 8.1, 2039, 52.7, 2040, 105.1)"
Gas Combined Cycle_MYSR,Malaysia,Capacity Credit,Percent,85 ? max availability,85 ? max availability,85 ? max availability,85 ? max availability
Gas Combined Cycle_MYSR,Malaysia,Capacity Retirement,MW,"Add(2025, 128.1736, 2027, 112, 2028, 1303, 2040, 746) ? PDP",0,"Add(2027, 8.3, 2028, 99.9, 2037, 56.2)","Add(2027, 8.3, 2028, 99.9, 2037, 56.2)"
Gas Combined Cycle_MYSR,Malaysia,Capital Cost,U.S. Dollar,"Interp(2020, 930, 2030, 870) ? Vietnam PDP8; WS1","Interp(2020, 930, 2030, 870) ? Vietnam PDP8; WS1","Interp(2020, 930, 2030, 870) ? Vietnam PDP8; WS1","Interp(2020, 930, 2030, 870) ? Vietnam PDP8; WS1"
Gas Combined Cycle_MYSR,Malaysia,Dispatch Rule,None,MeritOrderDispatch,MeritOrderDispatch,MeritOrderDispatch,
Gas Combined Cycle_MYSR,Malaysia,Dispatchable,Yes/No,Yes,,,
Gas Combined Cycle_MYSR,Malaysia,Endogenous Capacity,Megawatt,0,"Step(2023,0,2024,150)","Step(2023, 0, 2041, 1 * Key\End_cap multip\Total_:Activity Level[MW]*(1-Key\End_cap multip\RE_Fraction:Activity Level[Fraction])) ? Fraction of this technology among the RE or non RE calculated based on last Year of capacity additions in AMS' PDP",
