node,feedstock_fuel,region,branch,variable,unit,CA,BAS,ATS,RAS
Coal Ultrasupercritical CCS,Coal Sub bituminous,Vietnam,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Sub bituminous,Fuel Cost,2020 USD,Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical CCS,Coal Sub bituminous,Vietnam,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Sub bituminous,Fuel Source,2020 USD,,,,SourceBelow
Coal Ultrasupercritical CCS,Coal Unspecified,Base Template,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Unspecified,Feedstock Fuel Share,2020 USD,0,0,0,0
Coal Ultrasupercritical CCS,Coal Unspecified,Base Template,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Unspecified,Fuel Cost,2020 USD,Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical CCS,Coal Unspecified,Base Template,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Unspecified,Fuel Source,2020 USD,,,,SourceBelow
Coal Ultrasupercritical CCS,Coal Unspecified,Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Unspecified,Feedstock Fuel Share,2020 USD,0,0,0,0
Coal Ultrasupercritical CCS,Coal Unspecified,Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Unspecified,Fuel Cost,2020 USD,Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical CCS,Coal Unspecified,Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Unspecified,Fuel Source,2020 USD,,,,SourceBelow
Coal Ultrasupercritical CCS,Coal Unspecified,Cambodia,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Unspecified,Feedstock Fuel Share,2020 USD,0,0,0,0
Coal Ultrasupercritical CCS,Coal Unspecified,Cambodia,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Unspecified,Fuel Cost,2020 USD,Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical CCS,Coal Unspecified,Cambodia,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Unspecified,Fuel Source,2020 USD,,,,SourceBelow
Coal Ultrasupercritical CCS,Coal Unspecified,Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Unspecified,Feedstock Fuel Share,2020 USD,0,0,0,0
Coal Ultrasupercritical CCS,Coal Unspecified,Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Unspecified,Fuel Cost,2020 USD,Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical CCS,Coal Unspecified,Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Unspecified,Fuel Source,2020 USD,,,,SourceBelow
Coal Ultrasupercritical CCS,Coal Unspecified,Laos,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Unspecified,Feedstock Fuel Share,2020 USD,0,0,0,0
Coal Ultrasupercritical CCS,Coal Unspecified,Laos,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Unspecified,Fuel Cost,2020 USD,Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical CCS,Coal Unspecified,Laos,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Unspecified,Fuel Source,2020 USD,,,,SourceBelow
Coal Ultrasupercritical CCS,Coal Unspecified,Malaysia,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Unspecified,Feedstock Fuel Share,2020 USD,0,0,0,0
Coal Ultrasupercritical CCS,Coal Unspecified,Malaysia,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Unspecified,Fuel Cost,2020 USD,Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical CCS,Coal Unspecified,Malaysia,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Unspecified,Fuel Source,2020 USD,,,,SourceBelow
Coal Ultrasupercritical CCS,Coal Unspecified,Myanmar,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Unspecified,Feedstock Fuel Share,2020 USD,0,0,0,0
Coal Ultrasupercritical CCS,Coal Unspecified,Myanmar,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Unspecified,Fuel Cost,2020 USD,Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical CCS,Coal Unspecified,Myanmar,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Unspecified,Fuel Source,2020 USD,,,,SourceBelow
Coal Ultrasupercritical CCS,Coal Unspecified,Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Unspecified,Feedstock Fuel Share,2020 USD,0,0,0,0
Coal Ultrasupercritical CCS,Coal Unspecified,Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Unspecified,Fuel Cost,2020 USD,Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical CCS,Coal Unspecified,Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Unspecified,Fuel Source,2020 USD,,,,SourceBelow
Coal Ultrasupercritical CCS,Coal Unspecified,Singapore,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Unspecified,Feedstock Fuel Share,2020 USD,0,0,0,0
Coal Ultrasupercritical CCS,Coal Unspecified,Singapore,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Unspecified,Fuel Cost,2020 USD,Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical CCS,Coal Unspecified,Singapore,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Unspecified,Fuel Source,2020 USD,,,,SourceBelow
Coal Ultrasupercritical CCS,Coal Unspecified,Thailand,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Unspecified,Feedstock Fuel Share,2020 USD,0,0,0,0
Coal Ultrasupercritical CCS,Coal Unspecified,Thailand,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Unspecified,Fuel Cost,2020 USD,Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical CCS,Coal Unspecified,Thailand,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Unspecified,Fuel Source,2020 USD,,,,SourceBelow
Coal Ultrasupercritical CCS,Coal Unspecified,Timor Leste,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Unspecified,Feedstock Fuel Share,2020 USD,0,0,0,0
Coal Ultrasupercritical CCS,Coal Unspecified,Timor Leste,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Unspecified,Fuel Cost,2020 USD,Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical CCS,Coal Unspecified,Timor Leste,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Unspecified,Fuel Source,2020 USD,,,,SourceBelow
Coal Ultrasupercritical CCS,Coal Unspecified,Vietnam,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Unspecified,Feedstock Fuel Share,2020 USD,0,0,0,0
Coal Ultrasupercritical CCS,Coal Unspecified,Vietnam,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Unspecified,Fuel Cost,2020 USD,Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Unspecified:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical CCS,Coal Unspecified,Vietnam,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Unspecified,Fuel Source,2020 USD,,,,SourceBelow
Coal Ultrasupercritical,Ammonia,Base Template,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Ammonia,Feedstock Fuel Share,2020 USD,0,0,0,0
Coal Ultrasupercritical,Ammonia,Base Template,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Ammonia,Fuel Cost,2020 USD,Resources\Secondary\Ammonia:Production Cost[2020 USD/kg],Resources\Secondary\Ammonia:Production Cost[2020 USD/kg],Resources\Secondary\Ammonia:Production Cost[2020 USD/kg],Resources\Secondary\Ammonia:Production Cost[2020 USD/kg]
Coal Ultrasupercritical,Ammonia,Base Template,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Ammonia,Fuel Source,2020 USD,,,,SourceModule(Ammonia Production for Energy Use)
Coal Ultrasupercritical,Ammonia,Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Ammonia,Feedstock Fuel Share,2020 USD,0,0,0,0
Coal Ultrasupercritical,Ammonia,Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Ammonia,Fuel Cost,2020 USD,Resources\Secondary\Ammonia:Production Cost[2020 USD/kg],Resources\Secondary\Ammonia:Production Cost[2020 USD/kg],Resources\Secondary\Ammonia:Production Cost[2020 USD/kg],Resources\Secondary\Ammonia:Production Cost[2020 USD/kg]
Coal Ultrasupercritical,Ammonia,Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Ammonia,Fuel Source,2020 USD,,,,SourceModule(Ammonia Production for Energy Use)
Coal Ultrasupercritical,Ammonia,Cambodia,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Ammonia,Feedstock Fuel Share,2020 USD,0,0,0,0
Coal Ultrasupercritical,Ammonia,Cambodia,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Ammonia,Fuel Cost,2020 USD,Resources\Secondary\Ammonia:Production Cost[2020 USD/kg],Resources\Secondary\Ammonia:Production Cost[2020 USD/kg],Resources\Secondary\Ammonia:Production Cost[2020 USD/kg],Resources\Secondary\Ammonia:Production Cost[2020 USD/kg]
Coal Ultrasupercritical,Ammonia,Cambodia,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Ammonia,Fuel Source,2020 USD,,,,SourceModule(Ammonia Production for Energy Use)
Coal Ultrasupercritical,Ammonia,Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Ammonia,Feedstock Fuel Share,2020 USD,0,0,0,0
Coal Ultrasupercritical,Ammonia,Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Ammonia,Fuel Cost,2020 USD,Resources\Secondary\Ammonia:Production Cost[2020 USD/kg],Resources\Secondary\Ammonia:Production Cost[2020 USD/kg],Resources\Secondary\Ammonia:Production Cost[2020 USD/kg],Resources\Secondary\Ammonia:Production Cost[2020 USD/kg]
Coal Ultrasupercritical,Ammonia,Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Ammonia,Fuel Source,2020 USD,,,,SourceModule(Ammonia Production for Energy Use)
Coal Ultrasupercritical,Ammonia,Laos,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Ammonia,Feedstock Fuel Share,2020 USD,0,0,0,0
Coal Ultrasupercritical,Ammonia,Laos,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Ammonia,Fuel Cost,2020 USD,Resources\Secondary\Ammonia:Production Cost[2020 USD/kg],Resources\Secondary\Ammonia:Production Cost[2020 USD/kg],Resources\Secondary\Ammonia:Production Cost[2020 USD/kg],Resources\Secondary\Ammonia:Production Cost[2020 USD/kg]
Coal Ultrasupercritical,Ammonia,Laos,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Ammonia,Fuel Source,2020 USD,,,,SourceModule(Ammonia Production for Energy Use)
Coal Ultrasupercritical,Ammonia,Malaysia,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Ammonia,Feedstock Fuel Share,2020 USD,0,0,0,0
Coal Ultrasupercritical,Ammonia,Malaysia,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Ammonia,Fuel Cost,2020 USD,Resources\Secondary\Ammonia:Production Cost[2020 USD/kg],Resources\Secondary\Ammonia:Production Cost[2020 USD/kg],Resources\Secondary\Ammonia:Production Cost[2020 USD/kg],Resources\Secondary\Ammonia:Production Cost[2020 USD/kg]
Coal Ultrasupercritical,Ammonia,Malaysia,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Ammonia,Fuel Source,2020 USD,,,,SourceModule(Ammonia Production for Energy Use)
Coal Ultrasupercritical,Ammonia,Myanmar,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Ammonia,Feedstock Fuel Share,2020 USD,0,0,0,0
Coal Ultrasupercritical,Ammonia,Myanmar,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Ammonia,Fuel Cost,2020 USD,Resources\Secondary\Ammonia:Production Cost[2020 USD/kg],Resources\Secondary\Ammonia:Production Cost[2020 USD/kg],Resources\Secondary\Ammonia:Production Cost[2020 USD/kg],Resources\Secondary\Ammonia:Production Cost[2020 USD/kg]
Coal Ultrasupercritical,Ammonia,Myanmar,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Ammonia,Fuel Source,2020 USD,,,,SourceModule(Ammonia Production for Energy Use)
Coal Ultrasupercritical,Ammonia,Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Ammonia,Feedstock Fuel Share,2020 USD,0,0,0,0
Coal Ultrasupercritical,Ammonia,Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Ammonia,Fuel Cost,2020 USD,Resources\Secondary\Ammonia:Production Cost[2020 USD/kg],Resources\Secondary\Ammonia:Production Cost[2020 USD/kg],Resources\Secondary\Ammonia:Production Cost[2020 USD/kg],Resources\Secondary\Ammonia:Production Cost[2020 USD/kg]
Coal Ultrasupercritical,Ammonia,Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Ammonia,Fuel Source,2020 USD,,,,SourceModule(Ammonia Production for Energy Use)
Coal Ultrasupercritical,Ammonia,Singapore,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Ammonia,Feedstock Fuel Share,2020 USD,0,0,0,0
Coal Ultrasupercritical,Ammonia,Singapore,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Ammonia,Fuel Cost,2020 USD,Resources\Secondary\Ammonia:Production Cost[2020 USD/kg],Resources\Secondary\Ammonia:Production Cost[2020 USD/kg],Resources\Secondary\Ammonia:Production Cost[2020 USD/kg],Resources\Secondary\Ammonia:Production Cost[2020 USD/kg]
Coal Ultrasupercritical,Ammonia,Singapore,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Ammonia,Fuel Source,2020 USD,,,,SourceModule(Ammonia Production for Energy Use)
Coal Ultrasupercritical,Ammonia,Thailand,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Ammonia,Feedstock Fuel Share,2020 USD,0,0,0,0
Coal Ultrasupercritical,Ammonia,Thailand,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Ammonia,Fuel Cost,2020 USD,Resources\Secondary\Ammonia:Production Cost[2020 USD/kg],Resources\Secondary\Ammonia:Production Cost[2020 USD/kg],Resources\Secondary\Ammonia:Production Cost[2020 USD/kg],Resources\Secondary\Ammonia:Production Cost[2020 USD/kg]
Coal Ultrasupercritical,Ammonia,Thailand,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical\Feedstock Fuels\Ammonia,Fuel Source,2020 USD,,,,SourceModule(Ammonia Production for Energy Use)
